unit_id,sensor 2,sensor 3,sensor 4,sensor 7,sensor 8,sensor 9,sensor 11,sensor 12,sensor 13,sensor 14,sensor 15,sensor 17,sensor 20,sensor 21,HI
101,0.1390405,-0.87253296,-1.029482,0.36308065,0.60672426,-0.112628326,-0.09661641,0.54198086,0.7037861,-1.1012733,-0.12496209,0.065757245,0.016440555,0.34304017,1.0
101,-0.90805995,-0.22477843,-0.6724208,0.7847494,-0.046231613,-1.1279542,-0.4470465,1.1551957,-0.3443608,-1.0076281,-0.69254553,-0.97422945,0.62753314,0.38473168,1.0
101,-0.628685,-0.87048227,-0.5508831,0.96062756,0.1578345,-0.5688785,-0.940415,0.9124833,-0.23136756,-0.7310318,-0.65395933,-0.13157308,0.6317844,0.57887906,1.0
101,-0.012185691,-0.46878278,-1.0553163,0.8058803,-0.24277991,-0.6240397,-1.1460458,0.91042286,-0.34852046,-0.9598809,-0.51186913,-0.9316288,0.83344364,0.76149434,1.0
101,-1.0374366,-0.24967574,-0.948137,0.73259616,-0.24091834,-1.0161226,-0.99674064,0.7467645,0.144159,-1.4448934,-0.3906901,-1.0341399,0.6514119,0.49709988,1.0
101,-0.9657119,-0.7018406,-0.44975832,0.9927387,0.0674288,-0.37943187,-0.48333734,0.45416313,0.2876451,-1.0365758,-0.5315055,-0.91731334,0.12326387,0.67385036,1.0
101,-0.67389405,-0.35613012,-0.59581584,1.5309643,0.53398836,-0.57064074,-0.43861714,0.24352205,0.21496546,-0.94062626,-0.5735052,-0.19737452,0.4037421,1.1243192,1.0
101,-0.55318147,-1.0754441,-0.14775804,0.8988292,0.3979166,-0.8185267,-0.5760615,0.74479395,0.39026925,-0.5377826,-0.38008898,-0.3229991,0.26854345,0.48075563,1.0
101,-0.39596075,-0.09441842,-0.27561724,0.34387738,-0.024678055,-1.313678,-0.24501243,0.37241066,0.011771776,-1.157135,0.68653506,-0.03363572,0.5616736,-0.25873846,1.0
101,-0.94905573,-0.8315765,-0.9432602,0.9478402,0.19520749,-0.9071054,0.26503447,0.7667784,0.19605857,-1.1779684,-0.4620263,-0.13152829,0.80174786,0.18841654,1.0
101,-0.26633945,-0.8205547,-0.4317834,0.33633476,-0.10832666,-0.15447156,-0.7668603,0.6726373,-0.31144905,-0.89892316,-0.4462823,-0.6090416,0.6163797,0.75134987,1.0
101,-0.8829881,-0.70816714,-0.010581639,0.6645671,0.13828874,-1.0757427,-0.8456058,1.1652346,-0.020591617,-1.0355344,-0.8091542,-0.9773526,0.4407482,0.4327414,1.0
101,-0.40806118,-0.3587336,0.19645627,0.4901357,-0.0320417,-0.71650314,-0.48939353,0.9982144,0.22857231,-0.57841325,-0.02580605,-0.3363133,0.7657949,0.7183253,1.0
101,-0.7939735,-0.04075243,-0.25584248,0.29689574,0.41473225,-0.5407232,-1.077797,0.82449853,0.4129841,-1.5139681,0.10829842,-0.62645435,0.52117074,0.24340469,1.0
101,-0.24427707,-1.1996793,-0.63745683,0.6972593,0.34789747,-0.4815807,-0.042242892,0.9051278,0.017062806,-0.85047895,-0.7686577,-0.17184502,0.71194136,0.5642826,1.0
101,-0.027429117,-0.19484338,-0.9163118,0.38219833,0.111233406,-1.1245866,-0.31020784,0.32889026,0.06585227,-1.0910676,-0.7796097,-0.11363557,1.1333069,0.55884755,1.0
101,-0.85915047,-0.35996935,-0.5456934,0.15515012,-0.39059576,-0.8084048,-0.18215078,0.98748726,0.24719566,-0.8932628,-0.39734778,-0.80466413,0.6091792,-0.043963157,1.0
101,-0.8293859,-0.66815615,-0.627897,0.5234182,0.08750835,-0.8310766,-0.74648273,0.46236503,0.1956982,-1.6131641,-0.7395155,-0.75203013,0.3100424,0.079970725,1.0
101,-0.46095443,0.10636918,-0.35437167,0.6781937,0.16374364,-0.95514786,0.18394701,0.17549615,0.5031338,-1.4932244,-0.3940771,-1.131794,0.26589638,0.8190091,1.0
101,-0.32412785,0.4080448,-0.2529783,0.51230836,0.14771044,-1.0685476,-0.13959998,0.12638678,0.81538963,-0.7606919,0.48215282,-0.19313951,0.7751297,0.2595172,1.0
101,-0.20739545,-0.48186535,-0.15602826,0.3806102,-0.14305042,-0.9963079,-0.5376225,0.70363027,0.53045905,-1.439471,0.25087625,-0.9004628,0.41387606,0.38885885,1.0
101,-0.4500428,-0.23884092,-0.2905043,-0.14720927,-0.3475036,-0.7877508,-0.2754858,0.30422863,0.58171374,-1.2469958,0.17907162,-0.8271551,0.68825674,0.34317976,1.0
101,-0.86941504,-0.47247344,-0.4375301,0.41673622,0.67176616,-0.24695696,-0.4732327,-0.03636735,0.29642782,-1.3350191,-0.32175162,-0.042929113,0.124826066,0.44764394,1.0
101,-0.043324783,-0.5791926,-0.7793121,0.6254939,-0.5751904,-0.4577815,-0.25834495,1.4433434,-0.45416653,-0.88625956,-0.2625162,-0.30489865,1.0044266,0.54463404,1.0
101,-0.6150652,-0.91983026,-1.2988183,0.20591167,-0.562431,-0.5509078,-0.26743543,0.6872598,0.31992096,-1.7267723,-0.03749558,-0.09140987,0.5495874,-0.5068437,1.0
101,-0.5304151,-0.55191535,-0.65042096,0.84499645,-0.060079075,-0.59907913,-0.8202103,0.8017019,-0.1549738,-1.058851,-0.5060901,-0.6893214,0.8073118,0.16898361,1.0
101,-0.23945563,-1.1143545,-0.08108263,0.45446625,-0.51456666,-0.3083662,-0.5115789,0.43087512,-0.07462672,-1.3492701,-0.33776316,-0.40738103,0.43478963,-0.3935958,1.0
101,-0.48447192,-0.53668374,0.15846612,0.58755827,-0.5075376,-0.7859677,-0.1509807,0.30634195,0.20684922,-1.2135825,-0.62170416,-0.63312685,0.5347731,0.093454465,1.0
101,-0.18832965,-0.7346907,0.6496306,0.6963873,0.16750187,-0.19730888,-1.1407558,0.4998945,-0.073561564,-1.1885517,-0.31156862,-0.33866042,0.32743797,-0.28249025,1.0
101,-0.06569703,-0.16880105,-0.63810545,0.5080557,-0.43959808,-0.56220484,0.110802755,0.72047925,-0.42084444,-1.4835002,-0.3819406,-0.23146352,0.96065086,-0.2206254,1.0
101,-0.043616667,-0.65885556,-1.1922215,0.8789154,-0.62585056,-0.6806186,-0.10006531,0.4544174,0.15295605,-0.8312963,-1.02285,-0.33573058,1.3394392,-0.012607358,1.0
101,-0.26772374,-0.9967322,-1.22179,0.7697586,-0.35650298,-0.6043984,-1.005023,0.8701572,-0.14179316,-1.1511666,-0.5813964,-0.0016793087,0.29531854,0.03827583,1.0
101,-0.8282906,-0.51192695,-1.075095,0.37441173,-0.52739763,-0.76492524,-0.26100674,0.6760994,-0.022647493,-1.1728761,-0.5225253,-0.15380357,0.80050206,0.030369245,1.0
101,-0.75807285,-0.6890226,-0.2857313,0.35781154,-0.624797,-0.6357946,-0.537239,0.65836966,0.16815233,-0.9354537,-0.5998903,-0.65759516,0.62733597,0.3235492,1.0
101,-0.29257154,-1.0990914,-0.5466276,0.210236,-0.14835112,-0.7578408,-0.70238173,0.72405905,-0.016168695,-1.2623707,0.1444876,-0.19163412,0.52131456,0.40931427,1.0
101,-0.68210024,0.056482736,-0.8154571,0.3402278,0.045019668,-1.0746046,-0.074638404,0.75647426,0.020633735,-1.0869365,0.010943856,-0.02279836,1.1128863,0.46781042,1.0
101,-0.47746965,-0.41768974,-0.69228506,0.4228485,-0.28990248,-0.8622562,-0.31984043,0.657164,-0.19520542,-0.675865,-0.020129088,-0.52940834,1.0309639,0.14421773,1.0
101,-0.7541303,-0.61719275,-0.5915841,0.6293882,-0.11801499,-0.60993934,-0.99810326,0.6771078,-0.1801132,-0.7028684,-0.10628632,0.22256218,0.71940506,0.51070076,1.0
101,-0.6033673,-0.55435693,-1.3404227,0.54045856,-0.1998308,-0.42526534,-1.1475443,0.77497834,0.09270827,-1.0292941,-0.029044567,-0.58754027,1.0563521,-0.009214195,1.0
101,-0.3256792,-1.0690064,-0.4503869,0.7580769,0.02478975,-0.7194542,-1.2244004,0.7791514,-0.046072833,-1.0381511,-1.0327224,-0.9550518,1.1989096,0.36724427,1.0
101,-0.56003636,-0.45256597,0.063283265,0.22090885,-0.4686513,-0.9755623,-0.64501274,-0.19515266,0.5773601,-1.315959,-0.21812275,-0.32117397,1.0017945,0.35542774,1.0
101,-0.5722868,-0.5950209,-0.7137479,0.6027627,-0.07216404,-0.7170878,-0.0851463,0.41615102,0.6150895,-1.0845659,0.028999034,-0.4863767,1.0554917,0.3046294,1.0
101,-1.0218842,-0.36691996,-0.100581884,0.8361467,0.11603303,-0.6103713,-0.48203838,0.6894029,0.10072238,-1.5112108,-0.7768573,-0.9130617,0.78355736,0.5841048,1.0
101,-1.0297756,-0.24531518,-0.57046187,1.0894532,-0.43369076,-0.93644685,-0.19489187,1.0616151,0.0024279319,-0.9030698,-0.39751565,-0.64784294,1.1170965,0.4064455,1.0
101,-0.85323334,-0.9741054,-0.24639465,0.93968666,0.006917186,-0.47754318,-0.51936024,-0.17736603,0.4343357,-1.4671996,-1.0853823,-0.4528268,1.1589901,0.44740775,1.0
101,-0.59543467,-0.18181868,-0.32686883,0.8357841,-0.5601243,-0.75584716,-0.85632,0.8112003,-0.05434311,-0.76383126,-0.6489676,-0.3597046,0.4285628,0.64035016,1.0
